ID|Posicion|Rol|Sociedad|DescSociedad|Division|DescDivision
2757|ENCARGADO CATALOGOS FARMACIAS|Z_SURTIDOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2758|ENCARGADO CATALOGOS FARMACIAS|Z_SUSP_MAT_CENTRO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2759|ENCARGADO CATALOGOS FARMACIAS|Z_TRATAMIENTO_DATOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2760|ENCARGADO CATALOGOS FARMACIAS|Z_VARIEDAD|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2761|ENCARGADO CATALOGOS FARMACIAS|Z_WS_CLEAR|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2762|ENCARGADO CATALOGOS FARMACIAS|Z_FECHA_SUMINISTRO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2763|ENCARGADO CATALOGOS FARMACIAS|Z_FECHA_SUMINISTRO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2764|ENCARGADO CATALOGOS FARMACIAS|Z_FECHA_SUMINISTRO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2765|ENCARGADO CATALOGOS FARMACIAS|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2766|ENCARGADO CATALOGOS FARMACIAS|Z_MINIMOS_EXISTENCIA|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2767|ENCARGADO CATALOGOS FARMACIAS|Z_SUSPENCION|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2768|ENCARGADO CATALOGOS FARMACIAS|Z_DETALLE|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2769|ENCARGADO CATALOGOS FARMACIAS|Z_PEDIDOS_SLT|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2770|ENCARGADO CATALOGOS FARMACIAS|Z_PRECIOS_ECOMMER|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2771|ENCARGADO CATALOGOS FARMACIAS|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2772|ENCARGADO CATALOGOS FARMACIAS|Z_EXCLUSION_ARTICULOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2773|ENCARGADO CATALOGOS FARMACIAS|Z_CARGA_CONVENIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2774|ENCARGADO CATALOGOS FARMACIAS|Z_CAT_INC|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2775|ENCARGADO CATALOGOS FARMACIAS|Z_CONVENIOS_COND|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2776|ENCARGADO CATALOGOS FARMACIAS|ZH_JOBS_VISUALIZACION|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2777|ENCARGADO CATALOGOS FARMACIAS|Z_CONS_EMB_PRES_CLTE|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2778|ENCARGADO CATALOGOS FARMACIAS|Z_MODIF_ACUERDOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2779|ENCARGADO CATALOGOS FARMACIAS|Z_PROC_ACT_PORC_PROV|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2780|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_MINIMOS_EXISTENCIA|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2781|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_ANALISTA_FEMCO|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2782|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_AUTOMATIZACION_CARGA|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2783|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_BC_JOBS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2784|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_BC_LSMW|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2785|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_BC_QUERIES|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2786|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_CARGA_CATALOGOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2787|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_CARGA_DE_DATOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2788|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_CARGA_VALORES_BLOQUEO|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2789|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_CATALAGOS_AUDIT_ART|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2790|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_CATALOGOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2791|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_CATALOGOS_PROC_OP|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2792|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_COMUN|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2793|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_EJEC_CATEG_FARMA_FEMCO|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2794|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_ENC_CATALOGOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2795|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_FECHA_SUMINISTRO|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2796|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_HISTORICO_ARTICULOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2797|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_JERARQUIA_ARTICULOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2798|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_MODIFICACION_CARGAS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2799|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_PLAZAS_LEJANAS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2800|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_PRECIOS_ECOMMER|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2801|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_REPORTES|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2802|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_REPORTES_VENTAS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2803|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_REP_AUDIT_PRECIOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2804|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_SURTIDOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2805|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_SUSP_MAT_CENTRO|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2806|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_TRATAMIENTO_DATOS|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2807|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_VARIEDAD|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2808|ENCARGADO COMERCIAL ENVIOS Y REMESAS|Z_WS_CLEAR|F099|OXXO|A027|STFE  OXXO NACIONAL FE
2809|ENCARGADO COMPRAS|Z_LLENADO_CANAL|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2810|ENCARGADO COMPRAS|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2811|ENCARGADO COMPRAS|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2812|ENCARGADO COMPRAS|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2813|ENCARGADO COMPRAS|Z_COMPRA_MANUAL|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2814|ENCARGADO COMPRAS|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2815|ENCARGADO COMPRAS|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2816|ENCARGADO COMPRAS|Z_CREAR_PEDIDO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2817|ENCARGADO COMPRAS|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2818|ENCARGADO COMPRAS|Z_EJEC_CATEG_OS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2819|ENCARGADO COMPRAS|Z_MASS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2820|ENCARGADO COMPRAS|Z_REPORTE_PLAN_COMPRAS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2821|ENCARGADO COMPRAS|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2822|ENCARGADO COMPRAS|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2823|ENCARGADO COMPRAS|Z_SUM_COMPRAS_AUT|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2824|ENCARGADO COMPRAS|Z_VIS_LOGS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2825|ENCARGADO COMPRAS|Z_CARGA_CONVENIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2826|ENCARGADO COMPRAS|Z_EXCEDENTES_SUC|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2827|ENCARGADO COMPRAS|Z_REPORTE_ZMMDESCOM|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2828|ENCARGADO COMPRAS|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2829|ENCARGADO COMPRAS|Z_REP_RESP_PEDIDA|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2830|ENCARGADO COMPRAS|Z_VENTAS_ACUM_POR_PROD|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2831|ENCARGADO COMPRAS|Z_MODIFICAR_PEDIDO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2832|ENCARGADO COMPRAS|Z_ORDENES_COMPRA_MASIVO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2833|ENCARGADO COMPRAS|Z_LLENADO_CANAL|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2834|ENCARGADO COMPRAS|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2835|ENCARGADO COMPRAS|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2836|ENCARGADO COMPRAS|Z_MASS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2837|ENCARGADO COMPRAS|Z_COMPRAS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2838|ENCARGADO COMPRAS|Z_COMPRAS_1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2839|ENCARGADO COMPRAS|Z_ABASTO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2840|ENCARGADO COMPRAS|Z_ABASTO_1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2841|ENCARGADO COMPRAS|Z_COMPRAS_MODIF|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2842|ENCARGADO COMPRAS|Z_DISTRIBUCION|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2843|ENCARGADO COMPRAS|Z_EXTRACTO_COMPRAS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2844|ENCARGADO COMPRAS|Z_PRONOSTICO_Y_LOG|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2845|ENCARGADO COMPRAS|Z_PRONOSTICO_Y_LOG_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2846|ENCARGADO COMPRAS|Z_REP_COSTOS_ART|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2847|ENCARGADO COMPRAS|Z_SUM_COMPRAS_AUT|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2848|ENCARGADO COMPRAS|Z_CREAR_PEDIDO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2849|ENCARGADO COMPRAS|Z_VIS_LOGS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2850|ENCARGADO COMPRAS|Z_COMPRA_MANUAL|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2851|ENCARGADO COMPRAS|Z_VISUALIZAR_PEDIDO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2852|ENCARGADO COMPRAS|Z_VIS_LOGS1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2853|ENCARGADO COMPRAS|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2854|ENCARGADO COMPRAS|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2855|ENCARGADO COMPRAS|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2856|ENCARGADO COMPRAS|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2857|ENCARGADO COMPRAS|Z_EJEC_CATEG_OS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2858|ENCARGADO COMPRAS|Z_REPORTE_PLAN_COMPRAS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2859|ENCARGADO COMPRAS|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2860|ENCARGADO COMPRAS|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2861|ENCARGADO COMPRAS|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2862|ENCARGADO COMPRAS|Z_REP_ESTAT_ART|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2863|ENCARGADO COMPRAS|Z_ADMINISTRATIVO_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2864|ENCARGADO COMPRAS|Z_ADMVO_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2865|ENCARGADO COMPRAS|Z_ADMVO_VX_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2866|ENCARGADO COMPRAS|Z_ADM_SELLOUT|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2867|ENCARGADO COMPRAS|Z_ANALISIS_COMERCIAL|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2868|ENCARGADO COMPRAS|Z_APERTURAS_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2869|ENCARGADO COMPRAS|Z_EXCEDENTES_SUC|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2870|ENCARGADO COMPRAS|Z_FIRMANTES_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2871|ENCARGADO COMPRAS|Z_REP_RESP_PEDIDA|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2872|ENCARGADO COMPRAS|Z_VER_TABLAS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2873|ENCARGADO COMPRAS|Z_ORDENES_COMPRA_MASIVO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2874|ENCARGADO COMPRAS CENTRAL|Z_ABASTO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2875|ENCARGADO COMPRAS CENTRAL|Z_ABASTO_1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2876|ENCARGADO COMPRAS CENTRAL|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2877|ENCARGADO COMPRAS CENTRAL|Z_CARGASTOCK|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2878|ENCARGADO COMPRAS CENTRAL|Z_COMPRAS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2879|ENCARGADO COMPRAS CENTRAL|Z_COMPRAS_1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2880|ENCARGADO COMPRAS CENTRAL|Z_COMPRAS_MODIF|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2881|ENCARGADO COMPRAS CENTRAL|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2882|ENCARGADO COMPRAS CENTRAL|Z_DISTRIBUCION|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2883|ENCARGADO COMPRAS CENTRAL|Z_MASS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2884|ENCARGADO COMPRAS CENTRAL|Z_PRONOSTICO_Y_LOG|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2885|ENCARGADO COMPRAS CENTRAL|Z_PRONOSTICO_Y_LOG_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2886|ENCARGADO COMPRAS CENTRAL|Z_REP_COSTOS_ART|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
2887|ENCARGADO COMPRAS ESPECIALIZADAS|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2888|ENCARGADO COMPRAS ESPECIALIZADAS|Z_CARGA_EXCLUSIVIDAD|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2889|ENCARGADO COMPRAS ESPECIALIZADAS|Z_COMUN|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2890|ENCARGADO COMPRAS ESPECIALIZADAS|Z_JEFE_ABASTOS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2891|ENCARGADO COMPRAS ESPECIALIZADAS|Z_JEFE_ABASTOS_1|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2892|ENCARGADO COMPRAS ESPECIALIZADAS|Z_REP_ESTAT_ART|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2893|ENCARGADO COMPRAS ESPECIALIZADAS|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2894|ENCARGADO COMPRAS ESPECIALIZADAS|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2895|ENCARGADO COMPRAS ESPECIALIZADAS|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2896|ENCARGADO COMPRAS ESPECIALIZADAS|Z_VENTAS_CLIENTE|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2897|ENCARGADO COMPRAS ESPECIALIZADAS|Z_ART_CATALOG|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2898|ENCARGADO COMPRAS ESPECIALIZADAS|Z_REPORTE_JERARQUIAS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2899|ENCARGADO COMPRAS ESPECIALIZADAS|Z_REPORTE_INGRESOS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2900|ENCARGADO COMPRAS ESPECIALIZADAS|Z_REQ_UPLD|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2901|ENCARGADO COMPRAS UNE FARMA|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2902|ENCARGADO COMPRAS UNE FARMA|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2903|ENCARGADO COMPRAS UNE FARMA|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2904|ENCARGADO COMPRAS UNE FARMA|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2905|ENCARGADO COMPRAS UNE FARMA|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2906|ENCARGADO COMPRAS UNE FARMA|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2907|ENCARGADO COMPRAS UNE FARMA|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2908|ENCARGADO COMPRAS UNE FARMA|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2909|ENCARGADO COMPRAS UNE FARMA|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2910|ENCARGADO COMPRAS UNE FARMA|Z_VIS_LOGS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2911|ENCARGADO COMPRAS UNE FARMA|Z_VIS_LOGS1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2912|ENCARGADO COMPRAS UNE FARMA|Z_REPORTE_PLAN_COMPRAS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2913|ENCARGADO COMPRAS UNE FARMA|Z_LLENADO_CANAL|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2914|ENCARGADO COMPRAS UNE FARMA|Z_MODIFICAR_PEDIDO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2915|ENCARGADO COMPRAS UNE FARMA|Z_ORDENES_COMPRA_MASIVO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2916|ENCARGADO CONSTRUCCION|Z_ADM_PROY_PS_IND|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
2917|ENCARGADO CONSTRUCCION|Z_COMUN|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
2918|ENCARGADO CONSTRUCCION|Z_WORKFLOW_AUTOMATICO|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
2919|ENCARGADO CPFR|Z_ABASTO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2920|ENCARGADO CPFR|Z_ABASTO_1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2921|ENCARGADO CPFR|Z_ART_CATALOG|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2922|ENCARGADO CPFR|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2923|ENCARGADO CPFR|Z_COMPRAS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2924|ENCARGADO CPFR|Z_COMPRAS_1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2925|ENCARGADO CPFR|Z_COMPRAS_MODIF|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2926|ENCARGADO CPFR|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2927|ENCARGADO CPFR|Z_ENC_ABASTOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2928|ENCARGADO CPFR|Z_ENC_ABASTOS_1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2929|ENCARGADO CPFR|Z_ENC_PLANEADOR|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2930|ENCARGADO CPFR|Z_MASS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2931|ENCARGADO CPFR|Z_PRONOSTICO_Y_LOG|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2932|ENCARGADO CPFR|Z_PRONOSTICO_Y_LOG_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2933|ENCARGADO CPFR|Z_REPCOSTO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
2934|ENCARGADO CUENTAS POR COBRAR|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2935|ENCARGADO CUENTAS POR COBRAR|Z_AUX_EGRESOS_NOROESTE|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2936|ENCARGADO CUENTAS POR COBRAR|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2937|ENCARGADO CUENTAS POR COBRAR|Z_COMUN|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2938|ENCARGADO CUENTAS POR COBRAR|Z_COORD_CREDITO_COBRANZA|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2939|ENCARGADO CUENTAS POR COBRAR|Z_COORD_CREDITO_COBRANZA_1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2940|ENCARGADO CUENTAS POR COBRAR|Z_MOD_PED_SUM_ENT|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2941|ENCARGADO CUENTAS POR COBRAR|Z_MOD_PED_SUM_ENT_1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2942|ENCARGADO CUENTAS POR COBRAR|Z_PATRIMONIO_FIJO|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2943|ENCARGADO CUENTAS POR COBRAR|Z_AMORTIZACION|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2944|ENCARGADO CUENTAS POR COBRAR|Z_AUXILIAR_CXC_ZONAS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2945|ENCARGADO CUENTAS POR COBRAR|Z_AUXILIAR_CXC_ZONAS_COMP1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2946|ENCARGADO CUENTAS POR COBRAR|Z_AUXILIAR_CXC_ZONAS_COMP2|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2947|ENCARGADO CUENTAS POR COBRAR|Z_CUENTA_MAYOR|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2948|ENCARGADO CUENTAS POR COBRAR|Z_FACTURAS_RELACIONADAS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
2949|ENCARGADO CUENTAS POR COBRAR|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2950|ENCARGADO CUENTAS POR COBRAR|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2951|ENCARGADO CUENTAS POR COBRAR|Z_COMUN|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
2952|ENCARGADO CUENTAS POR COBRAR|Z_GEST_INGRESOS_ZONA|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
